dep_id,emp_first_name,hire_date,dep_name,emp_last_name,salary,emp_id
100,Clarinda,07/29/2005,null,,$104807.38,404
100,Livvyy,09/26/2016,null,Ramey,$129510.47,965
100,Jess,07/18/2013,null,Binestead,$113679.56,198
100,Rosemaria,09/10/17,null,Lamas,$155687.86,703
100,Mavis,08/17/2020,null,Derrell,$103900.41,45
100,Clevey,11/13/2004,null,Samsonsen,$147996.06,248
100,Sven,06/13/2008,null,O'Curneen,$150015.88,210
100,Evangeline,12/16/2002,null,O'Heaney,$159013.33,759
100,Ewan,04/19/2005,null,Wrennall,$76421.55,501
100,Luz,05/12/06,null,Frane,$142632.74,514
100,Murdoch,04/18/2005,null,Hayle,$71740.28,690
100,Rubie,12/31/2007,null,Ropcke,$92317.24,677
100,Demeter,12/10/07,null,Yashanov,$88043.07,770
100,Kissie,11/06/19,null,Bony,$131399.40,130
100,Ario,03/13/2001,null,Haithwaite,$104438.86,899
100,Erastus,01/01/01,null,McCabe,$78774.02,608
100,Moise,11/28/2018,null,Brotherhead,$144666.66,756
100,Jewelle,12/15/2008,null,Augustus,$91659.81,988
100,Hughie,05/10/06,null,Piper,$126091.51,399
100,Roanna,06/02/04,null,Gerok,$117520.20,147
100,Bartie,08/03/19,null,Liddicoat,$121360.65,662
100,Valaria,04/11/09,null,,$151667.92,420
100,Terrell,08/29/2004,null,Sherborne,$132266.41,962
100,Kathye,02/11/01,null,Fenlon,$144059.55,318
100,Nickolaus,03/30/2017,null,Jeandel,$86012.39,961
100,Camellia,05/05/19,null,Kellick,$105303.89,669
100,Dreddy,05/18/2005,null,,$103583.16,208
100,Hershel,01/01/14,null,Laurenzi,$117301.49,963
100,Honor,12/31/2003,null,Scarasbrick,$137163.34,124
100,Toby,11/03/18,null,Feasby,$108066.19,942
100,Thia,02/06/18,null,Tearny,$122688.28,266
100,Keary,11/15/2002,null,,$157062.58,606
100,Patsy,12/08/00,null,Toler,$95521.70,49
100,Jilli,07/17/2019,null,Stannis,$82681.59,701
100,Darell,02/02/12,null,Pampling,$78552.77,410
100,Michale,07/04/15,null,McCosker,$71330.94,279
100,Tove,08/08/06,null,Casement,$150952.64,313
100,Johanna,08/31/2013,null,Falconer-Taylor,$81257.81,652
100,Ervin,02/16/2013,null,Dunnan,$144855.63,141
100,Desiree,03/30/2012,null,Bertrand,$74383.22,892
100,Sly,01/06/09,null,Shrubshall,$143772.56,911
100,Diena,08/17/2006,null,Tarquinio,$129243.73,307
100,Lezlie,07/21/2000,null,Rammell,$135766.22,395
100,Carolyne,05/05/18,null,Woodland,$148177.21,762
100,Jemimah,04/13/2014,null,,$137701.84,77
100,Gaylor,03/02/00,null,Simmans,$90161.90,164
100,Berke,11/08/11,null,,$145274.10,740
100,Mahala,09/09/18,null,Kupec,$74107.87,767
100,Marlie,10/08/07,null,Duchatel,$130518.17,618
100,Torin,02/11/20,null,Seebright,$74256.12,143
100,Stearn,07/02/13,null,Squirrel,$77129.96,117
100,Millisent,04/17/2017,null,Lauga,$73747.81,991
100,Sidonia,12/27/2003,null,,$96942.59,68
100,Emmy,08/02/20,null,Lightning,$143395.30,885
100,Orly,08/17/2010,null,,$100627.36,485
100,Randal,11/16/2005,null,Sieur,$110835.65,959
100,Antoni,12/08/03,null,Scardefield,$157891.90,784
100,Ame,08/07/19,null,Rentenbeck,$158089.92,273
100,Corina,06/01/19,null,Gammon,$115054.98,629
100,Sileas,12/14/2002,null,Dargue,$101935.95,151
100,Abrahan,02/09/08,null,Gaffon,$75314.50,788
100,Emmeline,09/06/08,null,Galer,$73352.08,203
100,Neddy,01/28/2004,null,Carillo,$125946.71,323
100,Scarlet,04/08/00,null,Statefield,$140693.51,425
100,Carline,09/09/07,null,Nancekivell,$132180.64,303
100,Quill,01/06/11,null,Clurow,$143918.53,378
100,Saundra,12/28/2015,null,Barok,$84800.11,454
100,Patrick,02/08/21,null,Trowbridge,$120089.39,810
100,Channa,05/04/10,null,McIlvoray,$116765.58,37
100,Jeddy,06/01/14,null,Chasier,$78723.94,459
100,Pen,04/06/20,null,Rizziello,$100976.72,978
100,Ardisj,05/02/01,null,Crilly,$93537.22,611
100,Palm,02/14/2009,null,Brennon,$109359.86,345
100,Skippie,07/20/2013,null,Deschlein,$73785.81,596
100,Teena,08/22/2005,null,Sturgess,$79013.98,94
100,Adolphus,03/12/14,null,Regorz,$91670.76,435
100,Clevie,08/28/2020,null,Tambling,$130514.75,857
100,Taffy,07/14/2001,null,Casterou,$144940.92,599
100,Georgetta,05/25/2018,null,Tulloch,$80840.27,657
100,Ludovico,07/20/2004,null,Lambarton,$74045.63,597
100,Zahara,01/31/2010,null,,$119011.73,799
100,Bruno,01/26/2018,null,Skevington,$98202.42,32
100,Carmita,06/23/2011,null,Whenham,$100333.77,431
100,Chet,11/26/2017,null,Munsey,$132635.06,874
100,Haily,09/12/07,null,Stonehouse,$73163.27,41
100,Ximenes,01/13/2008,null,Asbery,$139200.72,12
100,Alisa,03/04/05,null,Manes,$116917.71,388
100,Gayel,09/12/04,null,Carman,$102166.24,568
100,Sarina,01/12/08,null,Suller,$89347.99,281
100,Sydney,02/03/18,null,Millen,$77851.01,822
100,Alverta,02/14/2015,null,Draaisma,$145141.58,736
100,Tiffi,03/14/2014,null,Young,$88554.54,781
100,Ritchie,10/28/2002,null,Godding,$125782.02,725
100,Ronny,04/19/2008,null,Coneley,$132083.42,263
100,Ansley,06/29/2013,null,Worster,$77271.41,79
100,Judi,01/01/12,null,Landrean,$158596.82,632
100,Rana,06/05/16,null,Message,$158417.07,591
100,Bevin,07/08/04,null,Clist,$103861.64,183
100,Matthieu,09/17/2010,null,,$93084.67,614
100,Kaleena,05/04/00,null,Broadbridge,$84374.30,960
100,Rufus,05/04/09,null,Pegrum,$83033.41,253
100,Skippy,05/24/2015,null,Lantuff,$136152.16,966
100,Jarred,08/14/2017,null,,$76353.50,220
100,Selia,05/04/11,null,Sharplin,$133463.20,720
100,Nevil,05/14/2020,null,Mephan,$135810.32,636
100,Wilmette,09/10/12,null,Paula,$79045.97,547
100,Jed,06/01/13,null,Boyland,$84232.83,814
100,Aldus,01/18/2013,null,Seden,$123831.48,641
100,Stillman,01/11/06,null,Risen,$120579.26,392
100,Cammie,02/01/05,null,Sedcole,$80391.77,601
100,Lynn,02/24/2015,null,Dimmack,$72000.92,256
100,Aveline,04/30/2007,null,Jirus,$84966.65,479
100,Evelyn,10/20/2004,null,Covelle,$74726.11,383
100,Borg,09/11/19,null,Abell,$80907.50,996
100,Bethany,03/08/00,null,Segrott,$150941.25,83
100,Starr,01/26/2010,null,Ritzman,$87259.11,698
100,Lynnette,05/20/2016,null,Abbot,$134886.94,552
100,Wait,04/22/2010,null,Bockett,$145928.89,350
100,Conan,06/10/16,null,Jays,$159566.71,191
100,Daisie,09/30/2008,null,Nannetti,$103546.63,216
100,Chalmers,08/09/18,null,,$108296.60,415
100,Daffi,12/04/06,null,Fawks,$140532.05,561
100,Ravid,11/30/2019,null,Berisford,$100407.49,526
100,Donica,11/29/2013,null,Tull,$144188.16,574
100,Hester,06/14/2011,null,Klossmann,$121171.37,472
100,Stearne,05/06/12,null,Amer,$82375.86,28
100,Manda,07/24/2010,null,Constance,$70665.54,957
100,Benji,10/27/2019,null,,$119540.68,363
100,Rochette,10/08/11,null,McKechnie,$153685.56,834
100,Andee,08/27/2000,null,Ashplant,$85205.87,825
100,Coleen,06/24/2004,null,Widdicombe,$111022.20,541
100,Benedict,03/12/06,null,Challes,$146944.85,536
100,Selle,06/01/10,null,Doidge,$82400.81,330
100,Bryon,04/25/2019,null,,$151286.57,970
100,Rodina,02/14/2001,null,Ronaghan,$71985.86,110
100,Ogdan,07/05/03,null,Frissell,$76642.88,293
100,Eldridge,06/29/2017,null,Corcut,$89848.24,366
100,Ruby,11/18/2017,null,Callender,$115219.92,232
100,Gordan,05/15/2003,null,Howse,$123929.46,462
100,Aubry,06/13/2015,null,Simoneton,$97653.80,80
100,Guenevere,11/02/09,null,Delaney,$87272.12,967
100,Malia,11/18/2001,null,Speek,$159520.74,238
101,Vick,12/01/07,null,Dare,$159660.74,390
101,Corene,07/08/06,null,Argente,$101574.22,222
101,Matty,01/10/10,null,,$128044.50,660
101,Budd,04/21/2010,null,Cohani,$97245.62,107
101,Gerald,02/01/10,null,Peter,$110509.58,114
101,Andriette,06/03/18,null,Riley,$103933.80,465
101,Ernestine,07/26/2015,null,McCawley,$105239.50,829
101,Olimpia,07/12/05,null,Lygoe,$142655.46,109
101,Quintin,09/22/2019,null,Drawmer,$104635.54,159
101,Lance,06/19/2011,null,Stuther,$153849.16,422
101,Archy,11/11/12,null,Zielinski,$120096.66,341
101,Jessalyn,04/18/2005,null,Wilber,$125563.61,827
101,Candida,03/03/16,null,,$125696.51,168
101,Stacy,09/21/2011,null,Cleaver,$151311.61,269
101,Vittoria,02/19/2013,null,Glenn,$71471.33,402
101,Hollyanne,03/06/13,null,Syne,$104636.98,24
101,Alane,08/19/2006,null,Scarborough,$145964.77,296
101,Delcine,03/13/2021,null,,$118266.64,492
101,Glenden,05/02/16,null,Plaskett,$129955.98,878
101,Hallsy,04/16/2010,null,Kinnerley,$117597.75,837
101,Taryn,02/10/03,null,Boyan,$156110.38,43
101,Suzi,04/27/2013,null,Mellhuish,$149694.56,35
101,Feliks,06/23/2005,null,Deetlefs,$121851.86,19
101,Brendis,11/03/11,null,,$81117.32,320
101,Amaleta,07/07/15,null,Beardall,$95190.23,93
101,Georgiana,09/10/08,null,Salack,$91496.63,688
101,Katrina,08/21/2016,null,Bernaciak,$155879.39,231
101,Elaina,11/14/2011,null,Thrower,$74436.58,747
101,Jodie,05/30/2008,null,Bellino,$99622.72,950
101,Nicole,01/17/2009,null,Pretty,$113471.53,199
101,Auroora,08/25/2016,null,Shoorbrooke,$140453.58,452
101,Koo,11/17/2012,null,Earle,$100672.41,529
101,Diane-marie,02/24/2012,null,Joder,$104893.40,120
101,Obadiah,07/26/2002,null,Wardrop,$125590.35,371
101,Catina,08/10/04,null,Bernuzzi,$110991.02,750
101,Netti,05/17/2009,null,Barcroft,$107322.39,583
101,Lilas,11/06/16,null,McCarle,$159642.36,287
101,Aurea,03/01/05,null,Goodall,$153282.00,157
101,Erna,09/21/2019,null,Fulle,$71847.45,7
101,Catarina,12/07/10,null,Heinert,$103240.73,672
101,Birch,10/26/2018,null,Iacomi,$137932.64,579
101,Aluin,02/16/2016,null,Cattow,$101121.78,332
101,Janenna,07/30/2001,null,Habberjam,$149003.93,381
101,Dickie,06/10/10,null,Vause,$133718.07,497
101,Teddie,04/30/2015,null,Rollinson,$133849.79,919
101,Ted,06/06/09,null,Bamb,$128844.25,525
101,Bourke,02/07/12,null,Scranny,$126902.29,930
101,Tarah,07/12/04,null,Wrigglesworth,$149034.98,438
101,Silvester,12/18/2011,null,Cleary,$140780.19,576
101,Richmond,10/16/2016,null,Kinloch,$107939.92,166
101,Olivier,02/25/2003,null,Himsworth,$107357.48,843
101,Margi,10/08/07,null,Burwin,$114729.88,140
101,Maia,01/25/2009,null,Braemer,$92907.15,873
101,Claudianus,09/18/2008,null,Wybourne,$89132.09,545
101,Antone,04/09/19,null,Lynds,$73757.29,174
101,Paco,03/24/2004,null,Tissiman,$105748.78,798
101,Guy,03/03/14,null,Cotty,$119863.52,564
101,Erin,05/03/04,null,Boddington,$153177.85,369
101,Timothy,06/14/2013,null,Ommundsen,$121072.80,289
101,Devina,06/17/2006,null,Geertz,$73486.78,792
101,Reed,05/16/2019,null,Spencley,$125234.19,487
101,Alyse,01/30/2009,null,Dourin,$118383.39,26
101,Nobe,07/13/2006,null,Woodhouse,$83832.70,55
101,Jefferson,07/26/2000,null,Carnall,$73323.20,311
101,Hannis,01/31/2011,null,Simnel,$157229.02,242
101,Dominique,03/05/05,null,Geffinger,$88071.96,441
101,Tony,03/04/14,null,Saltsberger,$104579.80,104
101,Leia,01/26/2004,null,Kestian,$141378.05,478
101,Lem,05/27/2007,null,Coalburn,$104897.08,359
101,Stanford,04/30/2018,null,Harbertson,$112680.47,902
101,Armstrong,07/23/2002,null,Dace,$90112.02,218
101,Moss,08/29/2013,null,Davidovich,$147722.95,4
101,Bunnie,09/06/03,null,Mandell,$87643.60,896
101,Jimmie,11/10/12,null,,$84789.98,150
101,Barrie,04/03/15,null,Caulket,$73524.34,995
101,Grannie,07/14/2001,null,Spinola,$147379.62,765
101,Rosmunda,11/15/2003,null,Haveline,$72859.42,974
101,Agneta,06/04/19,null,Skippon,$72977.59,795
101,Jana,02/04/20,null,Speers,$100178.73,882
101,Tibold,03/06/07,null,Franckton,$99849.59,409
101,Gratiana,04/21/2018,null,Cake,$154250.03,522
101,Benjamen,07/10/11,null,Widdowes,$85504.59,675
101,Myles,09/01/02,null,Clift,$109428.35,567
101,Alonso,03/26/2010,null,Salway,$92185.23,181
101,Padgett,10/01/14,null,Rigglesford,$114693.91,188
101,Aubrette,07/02/13,null,Parminter,$144395.97,516
101,Ainsley,08/16/2018,null,Brissenden,$100832.41,309
101,Karl,06/09/11,null,Liven,$123940.12,534
101,Sheffy,05/27/2001,null,Liddell,$76744.19,9
101,Laird,04/08/21,null,Treacher,$142898.95,192
101,Frannie,12/31/2012,null,Celier,$105402.69,398
101,Tabina,04/30/2018,null,MacPake,$110734.18,469
101,Erminie,09/20/2002,null,Brounsell,$140908.20,85
101,Monti,12/13/2005,null,Zucker,$104433.71,507
101,Rhodie,07/29/2011,null,Marklund,$127531.48,915
101,Gwenora,12/28/2012,null,Challicum,$138463.36,146
101,Dorolice,01/05/11,null,Santacrole,$112824.30,812
101,Grazia,09/16/2015,null,Bridgewood,$130150.70,939
101,Dugald,09/24/2020,null,Hadcock,$144791.44,786
101,Sascha,05/10/08,null,Scain,$92978.13,413
101,Stella,09/13/2005,null,Ibotson,$79814.09,429
101,Cindra,11/16/2019,null,,$71855.14,489
101,Guntar,04/03/08,null,Culross,$76580.52,347
101,Stanley,06/03/13,null,Northwood,$138499.43,259
101,Dulcie,11/03/12,null,Celler,$133700.61,284
101,Lisle,05/07/07,null,,$101137.40,869
101,Michell,08/27/2018,null,,$132275.58,65
101,Marline,10/04/00,null,Record,$144895.79,355
101,Del,09/29/2000,null,Shotboulte,$97255.93,560
101,Rayna,04/06/20,null,Coutts,$96548.90,573
101,Chevy,10/10/01,null,Tuohy,$142094.30,334
101,Matilda,07/23/2012,null,Poletto,$83159.75,132
101,Jeralee,07/13/2003,null,Erett,$140534.83,571
101,Sandro,04/11/04,null,Bulley,$115792.69,457
101,Bil,08/07/06,null,Insko,$98240.63,197
101,Daniela,05/03/02,null,Kettle,$71092.18,205
101,Aeriel,12/05/00,null,Eliez,$74049.02,278
101,Tito,06/07/19,null,Clemensen,$77336.10,302
101,Prudy,07/12/09,null,Antonopoulos,$84619.72,165
101,Ronnie,01/23/2019,null,Thrift,$88069.28,338
101,Teddie,04/04/00,null,Abadam,$154952.71,322
101,Niels,01/20/2006,null,Dollman,$105558.44,234
101,Berry,03/07/10,null,Scrange,$91346.24,945
101,Cynthia,06/27/2011,null,Capini,$122882.57,908
101,Laurence,09/01/05,null,Ramsden,$129452.57,179
101,Kiri,10/24/2020,null,McKeaveney,$125242.06,276
101,Kahaleel,12/10/03,null,Janusz,$152614.24,904
101,Georgeanne,06/08/14,null,Ussher,$154137.73,224
101,Nicolette,01/11/18,null,Ivasechko,$113754.35,417
101,Emeline,07/31/2006,null,,$131624.51,500
101,Celia,09/27/2018,null,Tinto,$85906.42,75
101,Saleem,08/13/2003,null,Broske,$89417.51,300
101,Aida,10/13/2014,null,Ronisch,$126505.57,594
101,Boris,10/11/10,null,Adriano,$100346.65,540
101,Terrell,08/22/2014,null,Bartolomivis,$145151.59,406
101,Reggi,11/04/00,null,,$96959.47,69
101,Alida,12/03/09,null,McKirton,$132769.57,352
101,Maximilianus,04/04/20,null,Vivien,$112011.06,292
101,Adolphus,10/14/2013,null,Yele,$110525.81,482
101,Sibella,03/01/12,null,,$99271.88,503
101,Toinette,03/18/2014,null,Vannini,$82400.97,96
101,Tamara,02/14/2017,null,,$103595.74,115
101,Yorker,10/02/00,null,Saintsbury,$142477.89,326
101,Quintilla,03/10/06,null,,$135469.75,212
101,Con,04/30/2000,null,Doorey,$110974.52,15
101,Krystyna,01/05/20,null,Purslow,$104445.65,627
101,Peria,06/11/08,null,Brodeur,$101829.20,433
101,Hersch,10/01/04,null,Fraschetti,$107745.97,29
101,Wallache,02/09/14,null,Ixer,$90301.02,385
101,Diannne,06/26/2020,null,Adacot,$101232.83,154
101,Brittany,11/23/2015,null,Spatoni,$132783.44,554
101,Sutherlan,04/14/2008,null,Oseman,$153591.94,101
101,Mordy,08/19/2010,null,Enos,$74936.80,136
101,Dyna,01/08/15,null,,$92298.22,60
101,Rivi,06/22/2008,null,Halson,$94061.43,549
101,Mord,10/01/12,null,Loyns,$117659.88,375
101,Staford,06/21/2004,null,Markwell,$155892.50,999
101,Andre,02/09/02,null,Prowting,$92656.38,184
101,Rufe,01/21/2011,null,Blenkin,$123154.43,127
101,Babbette,05/05/19,null,Mollatt,$97791.95,82
101,Clemmy,12/15/2020,null,Greggersen,$154035.15,122
101,Duke,07/18/2006,null,,$143547.12,90
101,Peterus,07/12/08,null,McTrustram,$98581.59,894
101,Bertie,06/23/2003,null,Murkitt,$100980.24,316
101,Shaun,02/21/2015,null,Wither,$142457.09,832
101,Klarrisa,02/06/21,null,Gouldbourn,$153871.48,714
101,Dode,06/03/07,null,Isaac,$120521.04,329
101,Rozanne,02/23/2007,null,Grimsley,$101645.30,863
101,Hewie,02/06/11,null,Lowater,$72226.91,511
101,Austin,03/18/2001,null,Puttnam,$116224.29,446
101,Noami,03/01/04,null,Degg,$142006.83,112
102,Lauren,08/02/13,null,,$85605.26,718
102,Lianne,09/19/2011,null,Lacroix,$112556.75,3
102,Chris,03/30/2020,null,Daltry,$89234.94,551
102,Celinda,10/17/2000,null,Millery,$144868.16,577
102,Janos,11/07/18,null,Eddies,$144417.99,160
102,Perrine,08/28/2009,null,,$95727.55,88
102,Nina,09/10/19,null,Stadding,$91758.72,987
102,Fredek,03/31/2002,null,Goulder,$96207.82,774
102,Seymour,03/14/2018,null,Legon,$97581.49,47
102,Teodora,09/02/06,null,Dawley,$114933.06,818
102,Madonna,01/27/2011,null,Coopey,$111143.41,989
102,Morrie,06/12/08,null,Lakes,$146700.03,729
102,Bradly,01/15/2015,null,Lipson,$70080.21,305
102,Bamby,05/11/03,null,Sangster,$74391.35,947
102,Maighdiln,07/06/02,null,Barbrick,$139965.37,737
102,Harry,01/21/2003,null,Ohms,$141636.20,940
102,Lamond,02/02/18,null,,$80620.66,711
102,Pippa,06/07/03,null,Ronisch,$123431.53,113
102,Kamila,03/14/2015,null,Peddowe,$131711.68,859
102,Daisy,07/13/2013,null,Bassom,$136495.66,455
102,Marchelle,09/24/2007,null,Kinton,$141816.46,861
102,Gavrielle,02/04/11,null,Shakeshaft,$91740.99,401
102,Beryl,07/12/03,null,Andreuzzi,$153081.27,981
102,Ezri,02/21/2019,null,Littlewood,$159996.39,782
102,Sanderson,11/06/05,null,Rowthorne,$152366.20,913
102,Adele,07/25/2016,null,Kaine,$86481.65,692
102,Daile,02/28/2016,null,Langfitt,$158275.27,776
102,Jacquette,12/21/2019,null,,$118342.62,565
102,Geoffrey,07/04/07,null,Matton,$154642.58,925
102,Sibby,08/20/2020,null,Borzone,$158570.41,588
102,Caroljean,01/05/03,null,Brickstock,$111956.57,518
102,Darlene,04/17/2017,null,Philippault,$149589.49,379
102,Westbrook,11/09/12,null,Filintsev,$92398.73,906
102,Loraine,03/27/2013,null,Doel,$132812.40,11
102,Shurlocke,08/29/2005,null,McComiskey,$80019.83,245
102,Calley,12/07/06,null,Patsall,$99476.72,753
102,Carolann,08/13/2016,null,Mosconi,$83123.21,236
102,Lloyd,12/19/2015,null,Burdikin,$97891.68,8
102,Pearl,10/22/2016,null,Dochon,$147832.50,505
102,Mercie,11/07/02,null,Wolstencroft,$130475.52,5
102,Lottie,09/17/2013,null,Gamble,$117477.77,707
102,Odo,04/03/06,null,Kyffin,$95975.52,649
102,Corenda,10/11/01,null,Biasotti,$79425.97,745
102,Carlina,07/29/2014,null,Dudney,$79349.16,830
102,Gretna,09/28/2018,null,Persehouse,$159511.49,742
102,Corette,01/20/2011,null,,$122093.85,616
102,Ransell,04/28/2003,null,Corroyer,$115494.21,821
102,Inez,03/01/02,null,Boxhill,$76168.02,794
102,Liva,10/30/2016,null,Ronisch,$130750.64,214
102,Kasey,10/03/07,null,Dwerryhouse,$70681.48,464
102,Culley,06/23/2013,null,Nizet,$100887.93,357
102,Brendis,12/30/2006,null,Guenther,$159507.99,953
102,Tuesday,12/22/2013,null,Judron,$116414.76,475
102,Brunhilda,03/08/17,null,,$110151.66,167
102,Neil,05/08/19,null,Briereton,$91814.17,791
102,Alfonse,07/18/2011,null,Balk,$85605.77,342
102,Arly,02/12/02,null,Bertram,$84030.03,436
102,Madelaine,07/07/01,null,Syddie,$74857.62,255
102,Janel,07/01/02,null,Gullberg,$152243.38,285
102,Izabel,02/08/16,null,Tomala,$94836.02,623
102,Bamby,07/19/2014,null,Shafier,$129568.88,811
102,Simeon,06/13/2019,null,MacKomb,$113990.80,998
102,Linette,02/01/08,null,Sangra,$83028.17,604
102,Ivonne,03/30/2013,null,Elflain,$131571.70,491
102,Carmine,12/10/09,null,Mahood,$87535.14,928
102,Minny,12/27/2008,null,De Benedictis,$117567.77,972
102,James,09/21/2020,null,O'Kieran,$106047.22,824
102,Edlin,03/01/17,null,,$88919.52,871
102,Conant,04/09/08,null,Grubey,$100999.28,665
102,Anny,03/14/2011,null,Yarrall,$104904.56,726
102,Aeriel,12/23/2002,null,Tamblingson,$153334.90,125
102,Benedetto,11/30/2015,null,Smeed,$92719.72,226
102,Stacee,10/07/04,null,Mapam,$83432.69,836
102,Megen,01/20/2002,null,Mustarde,$157399.30,886
102,Janaya,02/14/2014,null,Pickersgill,$75712.67,715
102,Xenos,06/21/2017,null,Blackborn,$88162.41,866
102,Sibyl,08/01/20,null,Garett,$134436.61,348
102,Deane,09/30/2006,null,Jelk,$127781.10,377
102,Samuele,10/04/20,null,Carnduff,$72345.64,135
102,Perren,12/22/2014,null,Suston,$79988.94,328
102,Hi,11/18/2008,null,Jarad,$146632.17,509
102,Gayel,09/25/2000,null,Schulke,$100433.18,733
102,Mercie,10/11/11,null,Fawloe,$86931.49,144
102,Mersey,05/23/2019,null,Ordemann,$73972.76,900
102,Guillermo,06/04/19,null,Gulston,$108757.38,806
102,Harvey,02/10/05,null,Glasspool,$143465.14,854
102,Gerta,08/02/10,null,Friese,$94172.99,956
102,Minnnie,10/21/2017,null,Perfect,$112268.75,760
102,Yulma,08/04/00,null,Selland,$106021.50,910
102,Lindsy,12/11/20,null,McGeachy,$124895.97,22
102,Dur,08/05/12,null,Vardy,$125213.92,800
102,Adolph,10/09/06,null,Pegg,$70963.92,917
102,Paton,01/12/21,null,Brownscombe,$75096.14,881
102,Hakeem,08/15/2011,null,Goodrum,$129834.71,264
102,Matti,06/08/14,null,Moxted,$127197.85,193
102,Dorothy,09/05/12,null,Pink,$148116.97,149
102,Carola,02/19/2011,null,Lang,$129523.95,67
102,Horatio,02/22/2019,null,,$80417.67,387
102,Dyana,03/21/2017,null,Crush,$96365.68,274
102,Anni,02/18/2009,null,Yallop,$92284.84,411
102,Jose,01/01/12,null,Lowen,$97479.38,201
102,Birdie,11/26/2012,null,Shakespeare,$93794.69,364
102,Yoko,07/18/2013,null,Huthart,$102512.23,898
102,Ganny,07/06/03,null,Hassent,$117651.29,850
102,Jdavie,11/19/2009,null,Gadesby,$132602.02,424
102,Rutter,05/26/2002,null,Brearley,$99952.20,943
102,Raven,10/01/13,null,Labbet,$82737.98,841
